station_name,address,slow_count,fast_count,n_ids,station_ids,최종판단,maker_match,makers,capacity_match,kw_detail,confidence,prefixes,operator_year_match,operator_detail,years
학하지구 제7공영주차장,대전광역시 유성구 학하동 747-1학하지구 제7공영주차장,2,1,2,IVDJNHA7;NEDJNHA7,가능성 높음,동일,에바;에바,동일,"IVDJNHA7:[7.0, 7.0, 100.0] | NEDJNHA7:[7.0, 7.0, 100.0]",다른 사업자(강한 의심),IVDJNHA;NEDJNHA,다름,"IVDJNHA7:bnm=['인큐버스'],busiNm=['인큐버스'],year=['2023'],maker=['에바'] | NEDJNHA7:bnm=['에너넷'],busiNm=['인큐버스'],year=['2023'],maker=['에바']",2023;2023
학하지구 제8공영주차장,대전광역시 유성구 학하동 778-2학하지구 제8공영주차장,2,1,2,IVDJNHA8;NEDJNHA8,가능성 높음,동일,에바;에바,동일,"IVDJNHA8:[7.0, 7.0, 100.0] | NEDJNHA8:[7.0, 7.0, 100.0]",다른 사업자(강한 의심),IVDJNHA;NEDJNHA,다름,"IVDJNHA8:bnm=['인큐버스'],busiNm=['인큐버스'],year=['2023'],maker=['에바'] | NEDJNHA8:bnm=['에너넷'],busiNm=['인큐버스'],year=['2023'],maker=['에바']",2023;2023
한국침례신학대학교,대전광역시 유성구 하기동 산15-6 침례신학대학교,4,0,2,IVDJNCRU;NEDJNCRU,가능성 높음,동일,에바;에바,동일,"IVDJNCRU:[7.0, 7.0, 7.0, 7.0] | NEDJNCRU:[7.0, 7.0, 7.0, 7.0]",다른 사업자(강한 의심),IVDJNCRU;NEDJNCRU,다름,"IVDJNCRU:bnm=['인큐버스'],busiNm=['인큐버스'],year=['2022'],maker=['에바'] | NEDJNCRU:bnm=['에너넷'],busiNm=['인큐버스'],year=['2022'],maker=['에바']",2022;2022
한국폴리텍대학 대전캠퍼스 주차장,대전광역시 동구 우암로 352-21가람관 앞 주차장,2,0,2,IVDJNPOL;NEDJNPOL,가능성 높음,동일,에바;에바,동일,"IVDJNPOL:[7.0, 7.0] | NEDJNPOL:[7.0, 7.0]",다른 사업자(강한 의심),IVDJNPOL;NEDJNPOL,다름,"IVDJNPOL:bnm=['인큐버스'],busiNm=['인큐버스'],year=['2022'],maker=['에바'] | NEDJNPOL:bnm=['에너넷'],busiNm=['인큐버스'],year=['2022'],maker=['에바']",2022;2022
한촌공원 공영주차장,대전광역시 대덕구 한밭대로1114번길 34-8한촌공원 공영주차장,2,0,2,IVDJNCHO;NEDJNCHO,가능성 높음,동일,에바;에바,동일,"IVDJNCHO:[7.0, 7.0] | NEDJNCHO:[7.0, 7.0]",다른 사업자(강한 의심),IVDJNCHO;NEDJNCHO,다름,"IVDJNCHO:bnm=['인큐버스'],busiNm=['인큐버스'],year=['2023'],maker=['에바'] | NEDJNCHO:bnm=['에너넷'],busiNm=['인큐버스'],year=['2023'],maker=['에바']",2023;2023
현대성우아파트,서울특별시 강북구 삼양로24길 19,3,0,2,KL002089;PI710783,가능성 높음,동일,클린일렉스;클린일렉스,동일,"KL002089:[7.0, 7.0, 7.0] | PI710783:[7.0, 7.0, 7.0]",다른 사업자(강한 의심),KL;PI,다름,"KL002089:bnm=['클린일렉스'],busiNm=['클린일렉스'],year=['2021'],maker=['클린일렉스'] | PI710783:bnm=['GS차지비'],busiNm=['GS차지비'],year=['2022'],maker=['클린일렉스']",2021;2022
회덕동 공영주차장,대전광역시 대덕구 읍내동 247-3회덕동 공영주차장,2,0,2,IVDJNHWE;NEDJNHWE,가능성 높음,동일,에바;에바,동일,"IVDJNHWE:[7.0, 7.0] | NEDJNHWE:[7.0, 7.0]",다른 사업자(강한 의심),IVDJNHWE;NEDJNHWE,다름,"IVDJNHWE:bnm=['인큐버스'],busiNm=['인큐버스'],year=['2023'],maker=['에바'] | NEDJNHWE:bnm=['에너넷'],busiNm=['인큐버스'],year=['2023'],maker=['에바']",2023;2023
KB차차차 동대구,대구광역시 동구 안심로59길 36,2,0,3,AZ100021;EZ002316;YC100016,,다름,휴맥스이브이;차지인;차지인,동일,"AZ100021:[7.0, 7.0] | EZ002316:[7.0, 7.0] | YC100016:[7.0, 7.0]",다른 사업자(강한 의심),AZ;EZ;YC,다름,"AZ100021:bnm=['이에스앤에이치'],busiNm=['이에스앤에이치'],year=['2026'],maker=['휴맥스이브이'] | EZ002316:bnm=['차지인'],busiNm=['(주)차지인'],year=['2026'],maker=['차지인'] | YC100016:bnm=['노란충전'],busiNm=['(주)차지인'],year=['2026'],maker=['차지인']",2026;2026;2026
인천인재개발원,인천광역시 서해구 심곡로 98,5,0,3,HU320010;L3280176;L3320010,,정보없음,?;?;?,동일,"HU320010:[7.0, 7.0, 7.0, 7.0, 7.0] | L3280176:[7.0, 7.0, 7.0, 7.0, 7.0] | L3320010:[7.0, 7.0, 7.0, 7.0, 7.0]",다른 사업자(강한 의심),HU;L,다름,"HU320010:bnm=['한솔엠에스'],busiNm=['한솔엠에스'],year=['2025'],maker=[''] | L3280176:bnm=['엘쓰리일렉트릭파워'],busiNm=['L3일렉트릭파워'],year=['2025'],maker=[''] | L3320010:bnm=['엘쓰리일렉트릭파워'],busiNm=['L3일렉트릭파워'],year=['2025'],maker=['']",2025;2025;2025
선릉이스타빌,서울특별시 강남구 테헤란로52길 15,2,0,2,CCA00003;TDA00041,,정보없음,?;?,동일,"CCA00003:[7.0, 7.0] | TDA00041:[7.0, 7.0]",다른 사업자(강한 의심),CCA;TDA,다름,"CCA00003:bnm=['코콤'],busiNm=['코콤'],year=['2023'],maker=[''] | TDA00041:bnm=['타디스테크놀로지'],busiNm=['타디스테크놀로지'],year=['2023'],maker=['']",2023;2023
독산자이하우스,서울특별시 금천구 독산로93길 21,1,0,2,CCA00004;TDA00039,,정보없음,?;?,동일,CCA00004:[7.0] | TDA00039:[7.0],다른 사업자(강한 의심),CCA;TDA,다름,"CCA00004:bnm=['코콤'],busiNm=['코콤'],year=['2023'],maker=[''] | TDA00039:bnm=['타디스테크놀로지'],busiNm=['타디스테크놀로지'],year=['2023'],maker=['']",2023;2023
한국수출입은행,서울특별시 영등포구 은행로 38,2,0,2,CSCS1051;PI700564,,다름,?;클린일렉스,동일,"CSCS1051:[7.0, 7.0] | PI700564:[7.0, 7.0]",다른 사업자(강한 의심),CSCS;PI,다름,"CSCS1051:bnm=['한국EV충전서비스센터'],busiNm=['SGIT'],year=['2025'],maker=[''] | PI700564:bnm=['GS차지비'],busiNm=['GS차지비'],year=['2018'],maker=['클린일렉스']",2025;2018
도봉구청,서울특별시 도봉구 마들로 656,0,2,2,CV004481;ST601293,,다름,채비;시그넷,동일,"CV004481:[200.0, 200.0] | ST601293:[200.0, 200.0]",다른 사업자(강한 의심),CV;ST,다름,"CV004481:bnm=['채비'],busiNm=['채비'],year=['2025'],maker=['채비'] | ST601293:bnm=['SK일렉링크'],busiNm=['SK일렉링크'],year=['2024'],maker=['시그넷']",2025;2024
어린이대공원 후문주차장,서울특별시 광진구 능동로 216,0,1,2,DO000057;SE000019,,다름,시그넷;한국알박,동일,DO000057:[50.0] | SE000019:[50.0],다른 사업자(강한 의심),DO;SE,다름,"DO000057:bnm=['대한송유관공사'],busiNm=['대한송유관공사'],year=['2017'],maker=['시그넷'] | SE000019:bnm=['서울시'],busiNm=['서울시'],year=['2021'],maker=['한국알박']",2017;2021
북한산두산위브2차,서울특별시 서대문구 홍은중앙로1길 100,3,0,2,EC000062;LU100866,,정보없음,?;?,동일,"EC000062:[7.0, 7.0, 7.0] | LU100866:[7.0, 7.0, 7.0]",다른 사업자(강한 의심),EC;LU,다름,"EC000062:bnm=['이지차저'],busiNm=['이지차저'],year=['2022'],maker=[''] | LU100866:bnm=['LG유플러스 볼트업'],busiNm=['LG유플러스볼트업'],year=['2025'],maker=['']",2022;2025
LG가산디지털센터,서울특별시 금천구 가산디지털1로 189,4,0,2,EV001760;LU001993,,다름,한국알박;?,동일,"EV001760:[7.0, 7.0, 7.0, 7.0] | LU001993:[7.0, 7.0, 7.0, 7.0]",다른 사업자(강한 의심),EV;LU,다름,"EV001760:bnm=['에버온'],busiNm=['에버온'],year=['2018'],maker=['한국알박'] | LU001993:bnm=['LG유플러스 볼트업'],busiNm=['LG유플러스'],year=['2024'],maker=['']",2018;2024
마포유수지공영주차장,서울특별시 마포구 마포대로1길 9,0,6,2,HE240192;ST114420,,다름,중앙제어;시그넷,동일,"HE240192:[200.0, 200.0, 200.0, 200.0, 200.0, 200.0] | ST114420:[200.0, 200.0, 200.0, 200.0, 200.0, 200.0]",다른 사업자(강한 의심),HE;ST,다름,"HE240192:bnm=['한국전기차충전서비스'],busiNm=['한국전기차충전서비스'],year=['2024'],maker=['중앙제어'] | ST114420:bnm=['SK일렉링크'],busiNm=['SK일렉링크'],year=['2023'],maker=['시그넷']",2024;2023
장영당길 공영주차장,서울특별시 동대문구 천호대로71길 29,0,2,2,HM001509;KP005815,,다름,블루네트웍스;?,동일,"HM001509:[100.0, 100.0] | KP005815:[100.0, 100.0]",다른 사업자(강한 의심),HM;KP,다름,"HM001509:bnm=['휴맥스이브이'],busiNm=['휴맥스이브이'],year=['2023'],maker=['블루네트웍스'] | KP005815:bnm=['한국전력공사'],busiNm=['한국전력'],year=['2024'],maker=['']",2023;2024
신길경남아파트,서울특별시 영등포구 영등포로 351,5,0,2,HU200026;L3000046,,정보없음,?;?,동일,"HU200026:[7.0, 7.0, 7.0, 7.0, 7.0] | L3000046:[7.0, 7.0, 7.0, 7.0, 7.0]",다른 사업자(강한 의심),HU;L,다름,"HU200026:bnm=['한솔엠에스'],busiNm=['한솔엠에스'],year=['2025'],maker=[''] | L3000046:bnm=['엘쓰리일렉트릭파워'],busiNm=['L3일렉트릭파워'],year=['2023'],maker=['']",2025;2023
노량진우성아파트,서울특별시 동작구 만양로8길 50,10,0,2,IN120032;PI711674,,다름,시그넷;클린일렉스,동일,"IN120032:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0] | PI711674:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]",다른 사업자(강한 의심),IN;PI,다름,"IN120032:bnm=['신세계아이앤씨'],busiNm=['신세계아이앤씨'],year=['2023'],maker=['시그넷'] | PI711674:bnm=['GS차지비'],busiNm=['GS차지비'],year=['2022'],maker=['클린일렉스']",2023;2022
용산KCC스위첸,서울특별시 용산구 백범로 275,2,0,2,KL001185;LU101715,,다름,클린일렉스;?,동일,"KL001185:[7.0, 7.0] | LU101715:[7.0, 7.0]",다른 사업자(강한 의심),KL;LU,다름,"KL001185:bnm=['클린일렉스'],busiNm=['클린일렉스'],year=['2020'],maker=['클린일렉스'] | LU101715:bnm=['LG유플러스 볼트업'],busiNm=['LG유플러스볼트업'],year=['2026'],maker=['']",2020;2026
강남자곡힐스테이트,서울특별시 강남구 자곡로3길 21,21,0,2,LU003518;PI711602,,다름,?;클린일렉스,동일,"LU003518:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0] | PI711602:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]",다른 사업자(강한 의심),LU;PI,다름,"LU003518:bnm=['LG유플러스 볼트업'],busiNm=['LG유플러스볼트업'],year=['2025'],maker=[''] | PI711602:bnm=['GS차지비'],busiNm=['GS차지비'],year=['2022'],maker=['클린일렉스']",2025;2022
상계대림아파트,서울 노원구 동일로239길 68,3,0,2,LU100137;PL033126,,다름,?;에바,동일,"LU100137:[7.0, 7.0, 7.0] | PL033126:[7.0, 7.0, 7.0]",다른 사업자(강한 의심),LU;PL,다름,"LU100137:bnm=['LG유플러스 볼트업'],busiNm=['LG유플러스볼트업'],year=['2025'],maker=[''] | PL033126:bnm=['플러그링크'],busiNm=['플러그링크'],year=['2026'],maker=['에바']",2025;2026
브라운스톤암사아파트,서울특별시 강동구 올림픽로92길 61,3,0,2,LU100331;PIH01182,,다름,?;시그넷,동일,"LU100331:[7.0, 7.0, 7.0] | PIH01182:[7.0, 7.0, 7.0]",다른 사업자(강한 의심),LU;PIH,다름,"LU100331:bnm=['LG유플러스 볼트업'],busiNm=['LG유플러스볼트업'],year=['2025'],maker=[''] | PIH01182:bnm=['GS차지비'],busiNm=['GS차지비'],year=['2022'],maker=['시그넷']",2025;2022
갈현베르빌주상복합아파트,서울특별시 은평구 연서로 149,5,0,2,LU100687;PI751482,,정보없음,?;?,동일,"LU100687:[7.0, 7.0, 7.0, 7.0, 7.0] | PI751482:[7.0, 7.0, 7.0, 7.0, 7.0]",다른 사업자(강한 의심),LU;PI,다름,"LU100687:bnm=['LG유플러스 볼트업'],busiNm=['LG유플러스볼트업'],year=['2025'],maker=[''] | PI751482:bnm=['GS차지비'],busiNm=['GS차지비'],year=['2022'],maker=['']",2025;2022
유원강변아파트,서울특별시 동작구 노량진로23가길 20,7,0,2,PI763499;PL003359,,다름,에바;?,동일,"PI763499:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0] | PL003359:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]",다른 사업자(강한 의심),PI;PL,다름,"PI763499:bnm=['GS차지비'],busiNm=['GS차지비'],year=['2022'],maker=['에바'] | PL003359:bnm=['플러그링크'],busiNm=['플러그링크'],year=['2025'],maker=['']",2022;2025
만리산주거지전용주차장,부산광역시 부산진구 엄광로 491,0,1,2,ME22C1B6;ST600790,,다름,채비;모던텍,동일,ME22C1B6:[100.0] | ST600790:[100.0],다른 사업자(강한 의심),ME;ST,다름,"ME22C1B6:bnm=['기후에너지환경부'],busiNm=['기후에너지환경부'],year=['2022'],maker=['채비'] | ST600790:bnm=['SK일렉링크'],busiNm=['SK 일렉링크'],year=['2024'],maker=['모던텍']",2022;2024
조은클래스(오피스텔),부산광역시 기장군 정관읍 정관로 590,10,0,2,CCL00001;TDL00005,,정보없음,?;?,동일,"CCL00001:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0] | TDL00005:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]",다른 사업자(강한 의심),CCL;TDL,다름,"CCL00001:bnm=['코콤'],busiNm=['코콤'],year=['2023'],maker=[''] | TDL00005:bnm=['타디스테크놀로지'],busiNm=['타디스테크놀로지'],year=['2024'],maker=['']",2023;2024
청학동한일유앤아이아파트,부산광역시 영도구 일산봉로 58,3,0,2,PI772664;PW013919,,다름,에바;?,동일,"PI772664:[7.0, 7.0, 7.0] | PW013919:[7.0, 7.0, 7.0]",다른 사업자(강한 의심),PI;PW,다름,"PI772664:bnm=['GS차지비'],busiNm=['GS차지비'],year=['2025'],maker=['에바'] | PW013919:bnm=['파워큐브'],busiNm=['파워큐브'],year=['2022'],maker=['']",2025;2022
동래봉생병원 장례식장,부산광역시 동래구 충렬대로348번길 23,1,0,2,SO000096;SOA43001,,정보없음,?;?,동일,SO000096:[7.0] | SOA43001:[7.0],다른 사업자(강한 의심),SO;SOA,다름,"SO000096:bnm=['선광시스템'],busiNm=['㈜선광시스템'],year=['2025'],maker=[''] | SOA43001:bnm=['선광시스템'],busiNm=['㈜선광시스템'],year=['2023'],maker=['']",2025;2023
대청초등학교,대구광역시 수성구 교학로12길 42,1,0,2,AZ100013;EZ002299,,다름,휴맥스이브이;차지인,동일,AZ100013:[7.0] | EZ002299:[7.0],다른 사업자(강한 의심),AZ;EZ,다름,"AZ100013:bnm=['이에스앤에이치'],busiNm=['이에스앤에이치'],year=['2023'],maker=['휴맥스이브이'] | EZ002299:bnm=['차지인'],busiNm=['(주)차지인'],year=['2024'],maker=['차지인']",2023;2024
대구세강병원,대구광역시 달서구 구마로 220,8,0,2,AZ100017;YC100007,,다름,휴맥스이브이;차지인,동일,"AZ100017:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0] | YC100007:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]",다른 사업자(강한 의심),AZ;YC,다름,"AZ100017:bnm=['이에스앤에이치'],busiNm=['이에스앤에이치'],year=['2025'],maker=['휴맥스이브이'] | YC100007:bnm=['노란충전'],busiNm=['(주)차지인'],year=['2025'],maker=['차지인']",2025;2025
올인워크,대구광역시 동구 동부로30길 102-3,4,0,2,AZ100020;YC100015,,다름,휴맥스이브이;차지인,동일,"AZ100020:[7.0, 7.0, 7.0, 7.0] | YC100015:[7.0, 7.0, 7.0, 7.0]",다른 사업자(강한 의심),AZ;YC,다름,"AZ100020:bnm=['이에스앤에이치'],busiNm=['이에스앤에이치'],year=['2025'],maker=['휴맥스이브이'] | YC100015:bnm=['노란충전'],busiNm=['(주)차지인'],year=['2026'],maker=['차지인']",2025;2026
모빌리티기술혁신센터,대구광역시 달성군 유가읍 테크노순환로 356,2,0,2,AZ100022;YC100008,,다름,휴맥스이브이;차지인,동일,"AZ100022:[7.0, 7.0] | YC100008:[7.0, 7.0]",다른 사업자(강한 의심),AZ;YC,다름,"AZ100022:bnm=['이에스앤에이치'],busiNm=['이에스앤에이치'],year=['2026'],maker=['휴맥스이브이'] | YC100008:bnm=['노란충전'],busiNm=['(주)차지인'],year=['2025'],maker=['차지인']",2026;2025
송해공원골프클럽,대구광역시 달성군 옥포읍 옥포로 607,3,0,2,CCP00001;TDP00011,,정보없음,?;?,동일,"CCP00001:[7.0, 7.0, 7.0] | TDP00011:[7.0, 7.0, 7.0]",다른 사업자(강한 의심),CCP;TDP,다름,"CCP00001:bnm=['코콤'],busiNm=['코콤'],year=['2023'],maker=[''] | TDP00011:bnm=['타디스테크놀로지'],busiNm=['타디스테크놀로지'],year=['2024'],maker=['']",2023;2024
대구역센트럴자이,대구광역시 중구 서성로 99,10,0,2,ER000384;HM000355,,다름,?;휴맥스이브이,동일,"ER000384:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0] | HM000355:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]",다른 사업자(강한 의심),ER;HM,다름,"ER000384:bnm=['이엘일렉트릭'],busiNm=['위브이'],year=['2025'],maker=[''] | HM000355:bnm=['휴맥스이브이'],busiNm=['HUMAX EV'],year=['2022'],maker=['휴맥스이브이']",2025;2022
수성하이츠,대구광역시 수성구 수성로 393,2,0,2,HE192131;LU000561,,다름,?;에바,동일,"HE192131:[7.0, 7.0] | LU000561:[7.0, 7.0]",다른 사업자(강한 의심),HE;LU,다름,"HE192131:bnm=['한국전기차충전서비스'],busiNm=['한국전기차충전서비스'],year=['2019'],maker=[''] | LU000561:bnm=['LG유플러스 볼트업'],busiNm=['엘지유플러스'],year=['2020'],maker=['에바']",2019;2020
수성영남타운,대구광역시 수성구 달구벌대로456길 43,5,0,2,HM000853;LU101015,,다름,휴맥스이브이;?,동일,"HM000853:[7.0, 7.0, 7.0, 7.0, 7.0] | LU101015:[7.0, 7.0, 7.0, 7.0, 7.0]",다른 사업자(강한 의심),HM;LU,다름,"HM000853:bnm=['휴맥스이브이'],busiNm=['휴맥스이브이'],year=['2022'],maker=['휴맥스이브이'] | LU101015:bnm=['LG유플러스 볼트업'],busiNm=['LG유플러스볼트업'],year=['2025'],maker=['']",2022;2025
대실역태왕아너스,대구광역시 달성군 다사읍 대실역남로 11,9,0,2,HM001076;PI710697,,다름,?;클린일렉스,동일,"HM001076:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0] | PI710697:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]",다른 사업자(강한 의심),HM;PI,다름,"HM001076:bnm=['휴맥스이브이'],busiNm=['휴맥스이브이'],year=['2022'],maker=[''] | PI710697:bnm=['GS차지비'],busiNm=['GS차지비'],year=['2022'],maker=['클린일렉스']",2022;2022
성서2차서한타운,대구광역시 달서구 선원로 122,10,0,2,HM001814;PL007817,,다름,휴맥스이브이;?,동일,"HM001814:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0] | PL007817:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]",다른 사업자(강한 의심),HM;PL,다름,"HM001814:bnm=['휴맥스이브이'],busiNm=['휴맥스이브이'],year=['2023'],maker=['휴맥스이브이'] | PL007817:bnm=['플러그링크'],busiNm=['플러그링크'],year=['2025'],maker=['']",2023;2025
강변효성백년가약,대구광역시 남구 봉덕로 135,15,0,2,PW100498;TS272002,,정보없음,?;?,동일,"PW100498:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0] | TS272002:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]",다른 사업자(강한 의심),PW;TS,다름,"PW100498:bnm=['파워큐브'],busiNm=['파워큐브'],year=['2022'],maker=[''] | TS272002:bnm=['태성콘텍'],busiNm=['주식회사 태성콘텍'],year=['2025'],maker=['']",2022;2025
인천백병원,인천광역시 제물포구 샛골로 214,2,0,2,AM900059;EC004634,,다름,이카플러그;?,동일,"AM900059:[7.0, 7.0] | EC004634:[7.0, 7.0]",다른 사업자(강한 의심),AM;EC,다름,"AM900059:bnm=['아마노코리아'],busiNm=['아마노코리아'],year=['2024'],maker=['이카플러그'] | EC004634:bnm=['이지차저'],busiNm=['이지차저'],year=['2023'],maker=['']",2024;2023
연희동남아파트,인천광역시 서해구 심곡로132번길 17,5,0,2,CU320006;HU320005,,다름,씨어스;?,동일,"CU320006:[7.0, 7.0, 7.0, 7.0, 7.0] | HU320005:[7.0, 7.0, 7.0, 7.0, 7.0]",다른 사업자(강한 의심),CU;HU,다름,"CU320006:bnm=['씨어스'],busiNm=['씨어스'],year=['2022'],maker=['씨어스'] | HU320005:bnm=['한솔엠에스'],busiNm=['한솔엠에스'],year=['2026'],maker=['']",2022;2026
조동초등학교_인천,인천광역시 남동구 백범로124번길 164,1,0,2,HU320013;L3280173,,정보없음,?;?,동일,HU320013:[7.0] | L3280173:[7.0],다른 사업자(강한 의심),HU;L,다름,"HU320013:bnm=['한솔엠에스'],busiNm=['한솔엠에스'],year=['2025'],maker=[''] | L3280173:bnm=['엘쓰리일렉트릭파워'],busiNm=['(주)엘쓰리일렉트릭파워'],year=['2025'],maker=['']",2025;2025
송도테크노파크IT센터,인천광역시 연수구 송도과학로 32,4,0,2,LU101614;PI751037,,다름,휴맥스이브이;?,동일,"LU101614:[7.0, 7.0, 7.0, 7.0] | PI751037:[7.0, 7.0, 7.0, 7.0]",다른 사업자(강한 의심),LU;PI,다름,"LU101614:bnm=['LG유플러스 볼트업'],busiNm=['LG유플러스볼트업'],year=['2026'],maker=['휴맥스이브이'] | PI751037:bnm=['GS차지비'],busiNm=['GS차지비'],year=['2022'],maker=['']",2026;2022
월드메르디앙아파트,인천광역시 서해구 신석로 71,6,0,2,PI001728;PIH00285,,다름,스타코프;시그넷,동일,"PI001728:[3.0, 3.0, 3.0, 3.0, 3.0, 3.0] | PIH00285:[3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",다른 사업자(강한 의심),PI;PIH,동일,"PI001728:bnm=['GS차지비'],busiNm=['GS차지비'],year=['2022'],maker=['스타코프'] | PIH00285:bnm=['GS차지비'],busiNm=['GS차지비'],year=['2022'],maker=['시그넷']",2022;2022
인천 서구 청라웰카운티1차아파트,인천광역시 서해구 청라에메랄드로 156,22,1,2,PIS00391;PL032319,,정보없음,"에바,휴맥스이브이;중앙제어,한국알박",동일,"PIS00391:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 50.0] | PL032319:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 50.0]",다른 사업자(강한 의심),PIS;PL,다름,"PIS00391:bnm=['GS차지비'],busiNm=['GS차지비'],year=['2024'],maker=['에바', '휴맥스이브이'] | PL032319:bnm=['플러그링크'],busiNm=['플러그링크'],year=['2025'],maker=['중앙제어', '한국알박']",2024;2025
이안테라디움제물포 ,인천광역시 미추홀구 경인로 26,2,0,2,SO000067;SOA70001,,정보없음,?;?,동일,"SO000067:[7.0, 7.0] | SOA70001:[7.0, 7.0]",다른 사업자(강한 의심),SO;SOA,다름,"SO000067:bnm=['선광시스템'],busiNm=['㈜선광시스템'],year=['2025'],maker=[''] | SOA70001:bnm=['선광시스템'],busiNm=['㈜선광시스템'],year=['2026'],maker=['']",2025;2026
대전서부경찰서,대전광역시 서구 복수서로 47,0,2,2,ME22C254;KP005842,,다름,"채비;광명DNC,피에스텍",동일,"ME22C254:[100.0, 100.0] | KP005842:[100.0, 100.0]",다른 사업자(강한 의심),KP;ME,다름,"ME22C254:bnm=['기후에너지환경부'],busiNm=['기후에너지환경부'],year=['2022'],maker=['채비'] | KP005842:bnm=['한국전력공사'],busiNm=['한국전력'],year=['2024'],maker=['광명DNC', '피에스텍']",2022;2024
디티비안더블유오피스텔,대전광역시 유성구 테크노3로 66,3,0,2,CV000475;JE090007,,다름,채비;휴맥스이브이,동일,"CV000475:[7.0, 7.0, 7.0] | JE090007:[7.0, 7.0, 7.0]",다른 사업자(강한 의심),CV;JE,다름,"CV000475:bnm=['채비'],busiNm=['채비'],year=['2019'],maker=['채비'] | JE090007:bnm=['제주전기자동차서비스'],busiNm=['제주전기자동차서비스'],year=['2018', '2023'],maker=['휴맥스이브이']","2019;2018,2023"
대전제일교회,대전광역시 동구 대전로813번길 34,1,0,2,HU420006;L3000121,,정보없음,?;?,동일,HU420006:[7.0] | L3000121:[7.0],다른 사업자(강한 의심),HU;L,다름,"HU420006:bnm=['한솔엠에스'],busiNm=['한솔엠에스'],year=['2025'],maker=[''] | L3000121:bnm=['엘쓰리일렉트릭파워'],busiNm=['L3일렉트릭파워'],year=['2023'],maker=['']",2025;2023
맑은아침아파트,대전광역시 서구 갈마로 262,5,0,2,LU000455;PW100954,,다름,중앙제어;?,동일,"LU000455:[7.0, 7.0, 7.0, 7.0, 7.0] | PW100954:[7.0, 7.0, 7.0, 7.0, 7.0]",다른 사업자(강한 의심),LU;PW,다름,"LU000455:bnm=['LG유플러스 볼트업'],busiNm=['엘지유플러스'],year=['2021'],maker=['중앙제어'] | PW100954:bnm=['파워큐브'],busiNm=['파워큐브'],year=['2022'],maker=['']",2021;2022
효성삼환아파트,울산광역시 북구 통샘10길 9,17,0,2,HE240518;LU101089,,다름,중앙제어;?,동일,"HE240518:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0] | LU101089:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]",다른 사업자(강한 의심),HE;LU,다름,"HE240518:bnm=['한국전기차충전서비스'],busiNm=['한국전기차충전서비스(주)'],year=['2026'],maker=['중앙제어'] | LU101089:bnm=['LG유플러스 볼트업'],busiNm=['LG유플러스볼트업'],year=['2025'],maker=['']",2026;2025
