station_name,address,slow_count,fast_count,station_ids,n_ids,confidence,prefixes
부산남부경찰서,부산광역시 남구 황령대로319번가길 81,0,2,ME22C256;BNOH3901;ST601309,3,다른 사업자(강한 의심),BNOH;ME;ST
유곡e편한세상,울산광역시 중구 평동3길 2,11,0,HM000413;LU001223,2,다른 사업자(강한 의심),HM;LU
메가마트 언양점,울산광역시 울주군 삼남읍 반구대로 612,0,6,KE001004;SZMA0005,2,다른 사업자(강한 의심),KE;SZMA
메가마트 울산점,울산광역시 북구 진장17길 10,0,18,KE001008;SZMA0006,2,다른 사업자(강한 의심),KE;SZMA
푸른마을공동체센터,전남광주통합특별시 동구 동명로67번길 29,2,0,SO000075;SOA24001,2,다른 사업자(강한 의심),SO;SOA
ST174 쥬네센트로,전남광주통합특별시 동구 동명로 51,2,0,SO000118;SOA19001,2,다른 사업자(강한 의심),SO;SOA
풍암호수공원 공영주차장,전남광주통합특별시 서구 풍암동 491-5,0,4,ME25B407;ST291425,2,다른 사업자(강한 의심),ME;ST
효죽공영주차장,전남광주통합특별시 북구 용봉로138번길 11,0,2,ME19B203;ST291733,2,다른 사업자(강한 의심),ME;ST
일곡금호타운아파트,전남광주통합특별시 북구 설죽로 560,5,0,HE202674;PL033430,2,다른 사업자(강한 의심),HE;PL
인천 송현동 솔빛마을주공1차,인천광역시 제물포구 송현로 50,6,0,HY000631;HY000632;HY000634;HY000635;HY000636;HY000637,6,동일 사업자(약한 의심),HY
부산정관도서관,부산광역시 기장군 정관읍 방곡리 442 소두방공원관리동,1,0,BNOH4001;BNOH4002;BNOH4003;BNOH4004,4,동일 사업자(약한 의심),BNOH
대구 지산동서맨션,대구광역시 수성구 지산로 56,2,0,HY000740;HY000741;HY000742;HY000743,4,동일 사업자(약한 의심),HY
울산 서부성원상떼빌,울산광역시 동구 봉수로 450,4,0,HY000693;HY000696;HY000697;HY000698,4,동일 사업자(약한 의심),HY
지식산업센터,전남광주통합특별시 북구 첨단연신로 284,0,1,MVMV0003;MVMV0004;MVMV0005;MVMV0006,4,동일 사업자(약한 의심),MVMV
서울교통공사 본사(시민개방 충전소),서울특별시 성동구 용답동 223-13,0,2,CG000020;CG000021;CG000022,3,동일 사업자(약한 의심),CG
반포르엘아파트,서울특별시 서초구 신반포로23길 23,6,0,ER000329;ER000330;ER000333,3,동일 사업자(약한 의심),ER
성동 아크로서울포레스트,서울특별시 성동구 왕십리로 83-21,4,0,HY000761;HY000763;HY000828,3,동일 사업자(약한 의심),HY
성동 아크로서울포레스트,서울특별시 성동구 왕십리로 83-21,5,0,HY000762;HY000764;HY000829,3,동일 사업자(약한 의심),HY
노원 월계동풍림아이원,서울특별시 노원구 화랑로47길 38,3,0,HY000965;HY000966;HY000967,3,동일 사업자(약한 의심),HY
제일풍경채센트럴,대구광역시 달성군 유가읍 테크노대로 165,9,0,ER000292;ER000293;ER000295,3,동일 사업자(약한 의심),ER
대구 월성푸르지오,대구광역시 달서구 조암로6길 20,3,0,HY000440;HY000442;HY000443,3,동일 사업자(약한 의심),HY
대구 화원역 태왕리더스,대구광역시 달성군 화원읍 화원로3길 66,2,0,HY000648;HY000649;HY000650,3,동일 사업자(약한 의심),HY
송도더샵그린스퀘어 T16기둥,인천광역시 연수구 송도문화로28번길 81,4,0,IM000201;IM000202;IM000203,3,동일 사업자(약한 의심),IM
송도더샵그린스퀘어 I25기둥,인천광역시 연수구 송도문화로28번길 81,3,0,IM000213;IM000214;IM000215,3,동일 사업자(약한 의심),IM
울산 서부성원상떼빌,울산광역시 동구 봉수로 450,3,0,HY000694;HY000695;HY000699,3,동일 사업자(약한 의심),HY
마곡엠밸리8단지 807동 B2,서울특별시 강서구 마곡서1로 81,3,0,EC000699;EC000700,2,동일 사업자(약한 의심),EC
도봉엠플럼오피스텔 지하주차장,서울특별시 도봉구 도봉로180길 38,1,0,EC003578;EC003579,2,동일 사업자(약한 의심),EC
월곡래미안루나벨리 111동,서울특별시 성북구 월곡로14길 26,3,0,EC110066;EC110067,2,동일 사업자(약한 의심),EC
신길센트럴아이파크APT,서울특별시 영등포구 가마산로 426,6,0,ER000275;ER000276,2,동일 사업자(약한 의심),ER
반포르엘아파트,서울특별시 서초구 신반포로23길 23,3,0,ER000332;ER000334,2,동일 사업자(약한 의심),ER
서울가든빌라,서울특별시 구로구 경인로 83,1,0,HE000784;HE240458,2,동일 사업자(약한 의심),HE
서울숲한진타운아파트,서울특별시 성동구 뚝섬로 310,3,0,HE212779;HE240404,2,동일 사업자(약한 의심),HE
서초현대ESA2아파트,서울특별시 서초구 반포대로 122,3,0,HE212791;HE240515,2,동일 사업자(약한 의심),HE
노원 한신은빛2단지,서울특별시 노원구 동일로245가길 41,5,0,HY000627;HY000629,2,동일 사업자(약한 의심),HY
성동 아크로서울포레스트,서울특별시 성동구 왕십리로 83-21,4,1,HY000826;HY000827,2,동일 사업자(약한 의심),HY
디큐브 링크아트센터,서울특별시 구로구 경인로 662,5,0,HY000771;HY000772,2,동일 사업자(약한 의심),HY
대륭포스트타워2차,서울특별시 구로구 디지털로 306,4,0,LU002654;LU002690,2,동일 사업자(약한 의심),LU
보문아이파크아파트,서울특별시 성북구 지봉로21길 19,5,0,LU000482;LU003837,2,동일 사업자(약한 의심),LU
래미안 원베일리,서울 서초구 반포대로 333,100,0,PL032708;PL932708,2,동일 사업자(약한 의심),PL
브라운스톤서울오피스텔,서울특별시 중구 청파로 464,3,0,PW000545;PW100202,2,동일 사업자(약한 의심),PW
숭실대학교 중앙도서관,서울특별시 동작구 상도로 369,0,2,SOEUC001;SOEUC002,2,동일 사업자(약한 의심),SOEUC
동호운수(응봉근린공원),서울특별시 성동구 금호산15길 17-1,0,2,SZBA0060;SZBA0081,2,동일 사업자(약한 의심),SZBA
장안(울산) 휴게소,부산광역시 기장군 장안읍 동해고속도로 26,0,1,ME19D111;ME21D011,2,동일 사업자(약한 의심),ME
센텀SK뷰아파트 P4주차장 109동 B1 64기둥,부산광역시 해운대구 삼어로 55,3,0,EC000982;EC000983,2,동일 사업자(약한 의심),EC
정관이지더원3차 314동,부산광역시 기장군 정관읍 정관로 350,3,0,EC002027;EC002547,2,동일 사업자(약한 의심),EC
개금아이파크 206동 B2,부산광역시 부산진구 복지로 70,6,0,EC004136;EC004137,2,동일 사업자(약한 의심),EC
개금아이파크 218동 B2,부산광역시 부산진구 복지로 70,6,0,EC004140;EC004141,2,동일 사업자(약한 의심),EC
부산동구 범양레우스센트럴베이아파트 1,부산 동구 초량중로 114,3,0,EV018445;EV018446,2,동일 사업자(약한 의심),EV
부산 해운대상록아파트,부산광역시 해운대구 세실로 7,10,0,HY000794;HY000795,2,동일 사업자(약한 의심),HY
동래대우아파트,부산광역시 동래구 충렬대로140번길 32,5,0,LU000416;LU000417,2,동일 사업자(약한 의심),LU
우성스마트시티오피스텔,부산광역시 기장군 정관읍 정관6로 3,1,0,PI001748;PI001808,2,동일 사업자(약한 의심),PI
리벨루스부산성지아파트,부산광역시 금정구 명서로 94,5,0,PL000295;PL006423,2,동일 사업자(약한 의심),PL
해운대푸르지오시티,부산광역시 해운대구 해운대해변로298번길 29,4,0,PW001149;PW100087,2,동일 사업자(약한 의심),PW
경보아파트입주자대표회의,부산광역시 금정구 금단로 33,2,0,PW011834;PW013022,2,동일 사업자(약한 의심),PW
군위(춘천) 휴게소,대구광역시 군위군 군위읍 경북대로 4082,0,2,ME18C229;ME21B262,2,동일 사업자(약한 의심),ME
대구 동대구푸르지오브리센트_109동,대구광역시 동구 효목로5길 55,4,0,CGP00015;CGP00018,2,동일 사업자(약한 의심),CGP
대구 동대구푸르지오브리센트_110동,대구광역시 동구 효목로5길 55,4,0,CGP00016;CGP00019,2,동일 사업자(약한 의심),CGP
만촌자이르네,대구광역시 수성구 교학로19길 19,6,0,DC530002;DC530003,2,동일 사업자(약한 의심),DC
대구 월성푸르지오,대구광역시 달서구 조암로6길 20,2,0,HY000439;HY000441,2,동일 사업자(약한 의심),HY
대구 칠곡한서타운,대구광역시 북구 동암로7길 39,3,0,HY000506;HY000507,2,동일 사업자(약한 의심),HY
대구 월배아이파크1차,대구광역시 달서구 조암남로 182,3,0,HY001085;HY001086,2,동일 사업자(약한 의심),HY
한실들마을 2차,대구광역시 달서구 한실로 49,8,0,LU000742;LU003073,2,동일 사업자(약한 의심),LU
두산위브더제니스,대구광역시 수성구 달구벌대로 2435,2,0,PI067893;PI740396,2,동일 사업자(약한 의심),PI
동화마을 공영주차장,인천광역시 제물포구 송월동2가 4,0,1,ME19A162;ME22C1C4,2,동일 사업자(약한 의심),ME
국립생물자원관,인천광역시 검단구 환경로 42,0,1,ME19A167;ME25A152,2,동일 사업자(약한 의심),ME
인천환경공단 가좌사업소,인천광역시 서해구 중봉대로211,0,2,ME19A259;ME24B209,2,동일 사업자(약한 의심),ME
모도리 공영주차장,인천광역시 옹진군 북도면 모도로 124,0,1,CU950003;CU950004,2,동일 사업자(약한 의심),CU
부평아이파크오피스텔,인천광역시 부평구 길주로364번길 9,0,1,EC280157;EC280158,2,동일 사업자(약한 의심),EC
송도웰카운티1단지아파트,인천광역시 연수구 해송로 143,4,0,ER000195;ER000196,2,동일 사업자(약한 의심),ER
한국생산기술연구원,인천광역시 연수구 갯벌로 156,1,0,HE192208;HE240524,2,동일 사업자(약한 의심),HE
현대프리미엄아울렛 송도점,인천광역시 연수구 송도국제대로 123,11,0,HY000985;HY000986,2,동일 사업자(약한 의심),HY
송도더샵그린스퀘어 M23기둥,인천광역시 연수구 송도문화로28번길 81,4,0,IM000219;IM000223,2,동일 사업자(약한 의심),IM
아름다운타워,인천광역시 남동구 논고개로 101 (논현동),3,0,L3002573;L3002574,2,동일 사업자(약한 의심),L
동원로얄듀크아파트,인천광역시 영종구 하늘중앙로 272,3,0,LU001633;LU004304,2,동일 사업자(약한 의심),LU
청라골드클래스아파트,인천광역시 서해구 청라사파이어로 158,6,0,PL000128;PL009234,2,동일 사업자(약한 의심),PL
청라29블럭호반베르디움-489동,인천광역시 서해구 청라커낼로 163,3,0,PW001273;PW001278,2,동일 사업자(약한 의심),PW
스마트뷰아파트,대전광역시 동구 성남로 15,10,0,PW010621;PW100635,2,동일 사업자(약한 의심),PW
울산과학기술원,울산광역시 울주군 언양읍 유니스트길 50,0,2,ME19E218;ME19Z210,2,동일 사업자(약한 의심),ME
무거위브자이 B2 101동,울산광역시 남구 북부순환도로 35,3,0,EC002018;EC002020,2,동일 사업자(약한 의심),EC
울산 서부성원상떼빌,울산광역시 동구 봉수로 450,5,0,HY000809;HY000810,2,동일 사업자(약한 의심),HY
나인파크삼산오피스텔,울산광역시 남구 화합로 162,6,0,PL005115;PL011548,2,동일 사업자(약한 의심),PL
화정2동금호타운 104동,전남광주통합특별시 서구 화운로23번길 7-8,2,0,IM000245;IM000246,2,동일 사업자(약한 의심),IM
화정대주피오레아파트,전남광주통합특별시 서구 화정로 126,9,0,PL005431;PL009616,2,동일 사업자(약한 의심),PL
봉선금호타운1차아파트,전남광주통합특별시 남구 봉선로133번길 4,6,0,PL005117;PL009900,2,동일 사업자(약한 의심),PL
광주 상수도북부사업소,전남광주통합특별시 북구 용봉로 111,1,0,HE000775;HE240487,2,동일 사업자(약한 의심),HE
문흥현대2차아파트,전남광주통합특별시 북구 대천로 195,15,0,PL000235;PL010077,2,동일 사업자(약한 의심),PL
신창2차부영아파트,전남광주통합특별시 광산구 신창로71번길 33,18,0,PL000496;PL010471,2,동일 사업자(약한 의심),PL
